Straßenname;Hinweis_zum_Straßennamen;Planquadrat_von;Planquadrat_bis;Lage_im_Straßennetz_von_Straße;Lage_im_Straßennetz_bis_Straße;Stadtteilname;Postleitzahl;Straßenschluessel-Nr.;ungerade_Haus-Nr._von;ungerade_Haus-Nr._bis;gerade_Haus-Nr._von;gerade_Haus-Nr._bis;Stadtteil-Nr.
Eduard-Schloemann-Straße;;4778;;Otto-Petersen-Str.;nach Südwesten;Düsseltal;40237;3639;;;;;23
Eduard-Schulte-Straße;;4474;;Merowingerstraße;nach Nordwesten;Bilk;40225;3721;;;;;36
Efeuweg;;4481;;Kalkumer Straße;An der Golzheimer Heide;Unterrath;40468;1540;;;;;62
Egbertstraße;;4285;;Kittelbachstraße;Alte Landstraße;Kaiserswerth;40489;1541;;;;;53
Eggerscheidter Straße;;4780;;Sankt-Franziskus-Straße;Rather Broich;Rath;40472;1542;;;;;63
Egilweg;;4875;;Erkrather Straße;Sebastiansweg;Lierenfeld;40231;1543;;;;;81
Ehlers-Straße;siehe Hermann-E.-Str.;;;;;;;;;;;;
Ehrenhof;;4478;;Tonhalle;Kunstmuseum einschl.;Pempelfort;40479;1544;1;3;;;14
Ehrenhof;;4478;;Tonhalle;Kunstmuseum einschl.;Pempelfort;40479;1544;5;999;2;998;14
Ehrenpreisweg;;4976;4876;Löwenzahnweg;nach Norden,dann Westen u. Osten;Flingern Nord;40235;1545;;;;;22
Ehrenstraße;;4578;;Duisburger Straße;Prinz-Georg-Straße;Pempelfort;40479;1546;;;;;14
Ehrhardt-Straße;siehe Heinrich-E.-Str.;;;;;;;;;;;;
Eibenstraße;;5374;;Am Strasserfeld;nach Nordwesten;Unterbach;40627;781;;;;;84
Eichelstraße;;4971;5071;Eisenbahn;Paul-Thomas-Straße;Reisholz;40599;1547;;;;;94
Eichen;siehe Unter den E. oder Zu den E.;;;;;;;;;;;;
Eichenbruch;;4382;;Goldregenweg;Am Roten Haus;Stockum;40468;1548;;;;;51
Eichendorffstraße;;4381;;Am Hain;Klapheckstraße;Stockum;40474;1549;;;;;51
Eichengrund;;4779;;Zur alten Kaserne;Zur alten Kaserne;Mörsenbroich;40470;3439;;;;;64
Eichenkreuzstraße;;4871;;Itterstraße;Walther-Rathenau-Straße;Holthausen;40589;1550;;;;;93
Eichenwand;;5275;5175;Rathelbeckstraße;Vennhausen;Unterbach;40627;3284;;;;;84
Eichkatzstraße;;5075;;Freiheitstraße;Sperberstraße;Vennhausen;40627;1551;;;;;83
Eichsfelder Straße;;5366;5466;Frankfurter Straße;nach Osten und weiter nach Süden;Hellerhof;40595;3535;;;;;102
Eickeler Straße;;4681;;Wattenscheider Straße;Osterfelder Straße;Rath;40472;1552;;;;;63
Eifeler Straße;;5576;;Kölner Straße;Ludwig-Erhard-Allee;Oberbilk;40227;1553;;;;;37
Eifgenweg;;4877;;Beverweg;Brölweg;Gerresheim;40625;1554;;;;;71
Einbecker Straße;;5072;;Further Straße;Alfelder Str. kreuz. über d. hinaus;Hassels;40599;1555;;;;;98
Einbrunger Straße;;4287;4386;Duisburger Landstraße;Gerichtsschreiberweg;Wittlaer;40489;660;1;999;2;100;54
Einbrunger Straße;;4287;4386;Duisburger Landstraße;Gerichtsschreiberweg;Kalkum;40489;660;;;102;998;56
Einbrunger Weg;;4683;;Krahnenburgstraße;Volkardeyer Weg;Lichtenbroich;40472;1556;;;;;61
Einsiedelstraße;;5269;5270;Hildener Straße;Paulsmühlenstraße;Benrath;40597;1557;;;;;95
Einsteinstraße;;4771;;Am Falder;Am Falder;Holthausen;40589;1558;;;;;93
Eintrachtstraße;;4676;;Kölner Straße;Haifastraße;Oberbilk;40227;1559;;;;;37
Eisenacher Weg;;5076;;Gothaer Weg;nach Norden;Gerresheim;40627;1560;;;;;71
Eisenstraße;;4676;4576;Willi-Becker-Allee;Kölner Straße;Oberbilk;40227;1561;;;;;37
Eiskellerberg;;4477;;Eiskellerstraße;Mühlengasse;Altstadt;40213;1562;;;;;11
Eiskellerstraße;;4477;;Eiskellerberg;Reuterkaserne;Altstadt;40213;1563;;;;;11
Eitelstraße;;4882;4881;Liliencronstraße;Reichswaldallee;Rath;40472;1564;;;;;63
Ekkehardstraße;;4681;;Eisenbahn;Scheffelstraße;Mörsenbroich;40470;1565;;;;;64
Elb;siehe In der E.;;;;;;;;;;;;
Elberfelder Straße;;4477;;Heinrich-Heine-Allee;Königsallee;Stadtmitte;40213;1566;;;;;13
Elbinger Weg;;4183;;Leuchtenberger Kirchweg;Lohauser Deich;Lohausen;40474;1567;;;;;52
Elbruchstraße;;4871;;Kölner Landstraße;Bahlenstraße;Wersten;40589;1568;;;2;998;91
Elbruchstraße;;4871;;Kölner Landstraße;Bahlenstraße;Holthausen;40589;1568;1;999;;;93
Elfgenweg;;4179;;Niederdonker Straße;nach Norden;Lörick;40547;1569;;;;;43
Elfriede-Bial-Straße;;4579;;Rather Straße;;Derendorf;40476;3445;;;;;15
Elisabethstraße;;4476;4475;Graf-Adolf-Platz;Bachstraße;Unterbilk;40217;1570;;;;;32
Ellerbittweg;;4874;;Klein-Eller;Gumbertstraße;Eller;40229;1571;;;;;82
Ellerforst;siehe Am E.;;;;;;;;;;;;
Eller Kamp;;4975;5074;Eisenbahn;Vennhauser Allee;Vennhausen;40627;3165;;;;;83
Ellerkirchstraße;;4974;;Gumbertstraße;Eisenbahn;Eller;40229;1572;;;;;82
Ellerstraße;;4576;4675;Mintropplatz;Kölner Straße;Oberbilk;40227;1573;1;151;2;140;37
Ellerstraße;;4576;4675;Mintropplatz;Kölner Straße;Oberbilk;40227;1573;153;999;142;998;37
Elly-Heuss-Knapp-Straße;;5366;;Graf-von-Stauffenberg-Straße;Elsa-Brändström-Straße;Hellerhof;40595;3679;;;;;102
Ellystraße;;4972;4872;Klingelhöferstraße;Halbuschstraße;Wersten;40591;1574;;;;;91
Elmenweide;;4670;;Am Steinebrück;Am Mickeler Busch;Himmelgeist;40589;3282;1;999;;;92
Elmenweide;;4670;;Am Steinebrück;Am Mickeler Busch;Itter;40589;3282;;;2;998;97
Elsa-Brändström-Straße;;5366;;Graf-von-Stauffenberg-Straße;Elly-Heuss-Knapp-Straße;Hellerhof;40595;3594;;;;;102
Elsässer Straße;;4481;;Kalkumer Straße;Lothringer Straße;Unterrath;40468;1575;;;;;62
Elsternweg;;4481;;Heinefeldplatz;Diezelweg;Unterrath;40468;1576;;;;;62
Emanuel-Leutze-Straße;;4279;;Am Seestern;nach Nordwesten;Lörick;40547;3230;;;;;43
Emil-Barth-Straße;;5267;5366;Koblenzer Straße;Jakob-Kneip-Straße;Garath;40595;1577;;;;;101
Emilie-Schneider-Platz;;4477;;Altestadt;Schlossufer;Altstadt;40213;3824;;;;;11
Emma-Horion-Weg;;4477;;Fritz-Roeber-Straße;Reuterkaserne;Altstadt;40213;3840;;;;;11
Emmastraße;;4675;;Oberbilker Allee;Eisenbahn;Oberbilk;40227;1578;;;;;37
Emmericher Straße;;4478;4479;Klever Straße;Homberger Straße;Golzheim;40474;1579;;;;;16
Endt-Straße;siehe Haus-E.-Str. oder Hermann-vom-E.-Str.;;;;;;;;;;;;
Enge Gasse;;5067;5066;Baumberger Weg;nach Südwesten;Urdenbach;40593;1580;;;;;96
Engelbertstraße;;4676;4776;Erkrather Straße;Höherweg;Flingern Süd;40233;1581;;;;;21
Engelbert-Straße;siehe Graf-E.-Str.;;;;;;;;;;;;
Engels-Straße;siehe Friedrich-E.-Str.;;;;;;;;;;;;
Engerstraße;;4778;4777;Grafenberger Allee ü. Lichtstr.;nach Osten;Flingern Nord;40235;1582;;;;;22
Ennepeweg;;4878;4877;Beverweg;Brölweg;Gerresheim;40625;1583;;;;;71
Enzianstraße;;4381;;Kaiserswerther Straße;Hortensienstraße;Stockum;40474;1584;;;;;51
E.ON-Platz;;4478;;Brüderstraße;nach Süden;Pempelfort;40479;3821;;;;;14
E-Plus-Straße;;4583;4584;Wanheimer Straße;nach Norden;Lichtenbroich;40468;3472;;;;;61
Erasmusstraße;;4575;;Färberstraße;Feuerbachstraße;Bilk;40223;1585;;;;;36
Erbacher Weg;;4774;;Alzeyer Weg;Offenbacher Weg;Oberbilk;40227;1586;;;;;37
Erftplatz;;4376;;Neckarstraße;Hammer Straße;Unterbilk;40219;3710;;;;;32
Erftstraße;;4376;4375;Erftplatz;Völklinger Straße;Unterbilk;40219;1587;;;;;32
Erfurter Weg;;4976;4975;Sandträgerweg;Gothaer Weg;Vennhausen;40627;1588;;;;;83
Erhard-Allee;siehe Ludwig-E.-A.;;;;;;;;;;;;
Erich-Hoepner-Straße;;4380;4280;Karl-Kleppe-Straße;Rotterdamer Straße;Golzheim;40474;1589;;;;;16
Erich-Klausener-Straße;;4380;;Kaiserswerther Straße;Danziger Straße;Golzheim;40474;1590;1;999;;;16
Erich-Klausener-Straße;;4380;;Kaiserswerther Straße;Danziger Straße;Stockum;40474;1590;;;2;998;51
Erich-Müller-Straße;;5170;;Benrather Schlossallee;Münchener Straße;Benrath;40597;1591;;;;;95
Erich-Ollenhauer-Straße;;5267;;Emil-Barth-Straße;Heinrich-v.-Brentano-Platz;Garath;40595;3153;;;;;101
Erikastraße;;5175;5075;Am Hirschgraben;nach Südosten;Vennhausen;40627;1592;;;;;83
Erik-Nölting-Straße;;4676;;Ludwig-Erhard-Allee;nach Südosten;Oberbilk;40227;3686;;;;;37
Erkelenzer Straße;;4373;;Aachener Straße;An der Vehlingshecke;Bilk;40223;1593;;;;;36
Erkrather Landstraße;;5380;5278;Bergische Landstraße;Stadtgrenze;Hubbelrath;40629;737;;;;;74
Erkrather Straße;;4677;4875;Worringer Platz;Gatherweg;Stadtmitte;40233;1594;1;11;2;22;13
Erkrather Straße;;4677;4875;Worringer Platz;Gatherweg;Flingern Süd;40233;1594;83;263;24;288;21
Erkrather Straße;;4677;4875;Worringer Platz;Gatherweg;Oberbilk;40233;1594;13;81;;;37
Erkrather Straße;;4677;4875;Worringer Platz;Gatherweg;Lierenfeld;40231;1594;265;999;290;998;81
Erlanger Straße;;5070;;Marbacher Straße;Wimpfener Straße;Benrath;40597;1595;;;;;95
Erlen;siehe Unter den E.;;;;;;;;;;;;
Erlenhof;siehe Am E.;;;;;;;;;;;;
Erlenkamp;;5075;;Kamper Weg;Vennhauser Allee;Vennhausen;40627;1596;;;;;83
Erlenweg;;5171;;Hoxbach;Am Schönenkamp;Hassels;40599;1597;;;;;98
Erler-Straße;siehe Fritz-E.-Str.;;;;;;;;;;;;
Ernst-Abbe-Weg;;4772;;Ickerswarder Straße;nach Südosten;Wersten;40589;3688;;;;;91
Ernst-Derra-Straße;;4573;;Himmelgeister Straße;noch Osten;Bilk;40225;3815;;;;;36
Ernst-Gnoß-Straße;;4376;;Stromstraße;Neusser Straße;Unterbilk;40219;3747;;;;;32
Ernst-Lemmer-Straße;;5366;;Carlo-Schmid-Straße;Hans-Beckers-Straße;Hellerhof;40595;3593;;;;;102
Ernst-Poensgen-Allee;;4880;4878;Staufenplatz;Mörsenbroicher Weg;Grafenberg;40629;1598;;;2;998;72
Ernst-Poensgen-Allee;;4880;4878;Staufenplatz;Mörsenbroicher Weg;Ludenberg;40629;1598;1;999;;;73
Ernst-Reuter-Platz;;4576;;Berliner Allee;Berliner Allee;Friedrichstadt;40215;1599;;;;;31
Ernst-Schneider-Platz;;4577;;Berliner Allee;Immermannstraße;Stadtmitte;40212;3586;;;;;13
Erwin-Platz;siehe Joachim-Erwin-Platz;;;;;;;;;;;;
Erwin-Rommel-Straße;;4780;;Gerhart-Hauptmann-Straße;nach Norden;Mörsenbroich;40470;3166;;;;;64
Erwin-von-Witzleben-Straße;;4380;;Hermann-Weill-Straße;Grünewaldstraße;Golzheim;40474;1600;;;;;16
Erzberger-Straße;siehe Matthias-E.-Str.;;;;;;;;;;;;
Eschbachweg;;4877;;Beverweg;Brölweg;Gerresheim;40625;1601;;;;;71
Eschenweg;;4481;;Rheinlandstraße;Dünenweg;Unterrath;40468;1602;;;;;62
Eschweilerstraße;;4279;;Wegberger Straße;Linnicher Straße;Niederkassel;40547;1603;;;;;44
Eselsfurt;siehe An der Eselsfurt;;;;;;;;;;;;
Esmarchstraße;;4575;4475;Färberstraße;Heresbachstraße;Bilk;40223;1604;;;;;36
Espenweg;;4588;;Im Heidkamp;nach Norden;Angermund;40489;608;;;;;55
Esperantostraße;;4580;;Ulmenstraße;Schimmelbuschstr. kreuz .ü.d.hinaus;Derendorf;40468;2752;;;;;15
Essener Straße;;4579;;Münsterstraße;Collenbachstraße;Derendorf;40476;1605;;;;;15
Essersberg;;5481;;Hülsdeller Weg;Ratinger Landstraße;Hubbelrath;40629;738;;;;;74
Eßlinger Straße;;5168;;Kammerrathsfeldstraße;Südallee;Urdenbach;40593;1606;;;;;96
Eugen-Richter-Straße;;4779;4679;Heinrichstraße;Im Dämmergrund;Mörsenbroich;40470;1607;;;;;64
Eucken-Straße;siehe Walter-Eucken-Str.;;;;;;;;;;;;
Eulenberg-Weg;siehe Herbert-E.-W.;;;;;;;;;;;;
Eulenthal;siehe Am E.;;;;;;;;;;;;
Eulerstraße;;4578;4579;Münsterstraße;Moltkestraße;Pempelfort;40477;1608;19;999;12;998;14
Eulerstraße;;4578;4579;Münsterstraße;Moltkestraße;Derendorf;40477;1608;1;17;2;10;15
Eupener Straße;;3877;3977;Burgunderstraße;Stadtgrenze;Heerdt;40549;1609;;;;;42
Europaplatz;;4181;4281;Messe (Eing. Nord);;Stockum;40474;3515;;;;;51
Euskirchener Straße;;4279;;Lotharstraße;Eschweilerstraße;Niederkassel;40547;1610;;;;;44
Ey-Straße;siehe Mutter-Ey-Str.;;;;;;;;;;;;
Eythstraße;;4877;;Edisonplatz;Flinger Richtweg;Flingern Nord;40235;1611;;;;;22
Fährerweg;;4185;;An Sankt Swidbert;Herbert-Eulenberg-Weg;Kaiserswerth;40489;1613;;;;;53
Fährstraße;;4375;4274;Volmerswerther Straße;Rheinstrom;Hamm;40221;1614;25;999;26;998;34
Fährstraße;;4375;4274;Volmerswerther Straße;Rheinstrom;Bilk;40221;1614;1;23;2;24;36
Färberstraße;;4475;4575;Oberbilker Allee;Brunnenstraße;Bilk;40223;1615;;;;;36
Fabriciusstraße;;4574;;Moorenstraße;Varnhagenstraße;Bilk;40225;1612;;;;;36
Fahneburgstraße;;4980;4880;Ernst-Poensgen-Allee;Rennbahnstraße;Rath;40629;1616;;;2;998;63
Fahneburgstraße;;4980;4880;Ernst-Poensgen-Allee;Rennbahnstraße;Ludenberg;40629;1616;1;999;;;73
Fahne-Weg;siehe Anton-F.-W.;;;;;;;;;;;;
Fahrenheitweg;;4672;;Nernstweg;nach Norden;Wersten;40591;1617;;;;;91
Falder;siehe Am F.;;;;;;;;;;;;
Falkenweg;;4381;4481;Am Roten Haus;Starenweg;Unterrath;40468;1618;;;;;62
Fallhammer;siehe Am F.;;;;;;;;;;;;
Fallingbosteler Straße;;4581;;Lemgoer Weg;Auf der Reide;Unterrath;40468;1619;;;;;62
Farnacker;siehe Am F.;;;;;;;;;;;;
Farnweg;;4381;;Sandweg;nach Südwesten;Stockum;40468;1620;;;;;51
Fasanenweg;;4481;4381;Reiherweg;Bachstelzenweg;Unterrath;40468;1621;;;;;62
Faunastraße;;4779;4678;Graf-Recke-Straße;Mathildenstraße;Düsseltal;40239;1622;;;;;23
Fechnerweg;;4673;4672;Geißlerweg;nach Südwesten;Wersten;40591;1623;;;;;91
Fehmarnstraße;;4582;;Unterrather Straße;nach Norden;Unterrath;40468;1624;;;;;62
Fehrbellinstraße;;4780;;Rather Broich;Selbecker Straße;Rath;40472;1625;;;;;63
Felderhof;;4782;;Theodorstraße;Stadtgrenze;Rath;40472;867;;;;;63
Feldersbachweg;;4977;;Deilbachweg;nach Süden;Gerresheim;40625;1626;;;;;71
Feldhof;siehe Am F.;;;;;;;;;;;;
Feldhuhnweg;;4189;;Bockumer Straße;Fritz-Köhler-Weg;Wittlaer;40489;661;;;;;54
Feldmühleplatz;;4378;;Burggrafenstraße;Burggrafenstraße;Oberkassel;40545;3735;;;;;41
Feldstraße;;4478;4577;Kapellstraße;Jägerhofstraße;Pempelfort;40479;1627;;;;;14
Feldwinkel;siehe Am F.;;;;;;;;;;;;
Felix-Klein-Straße;;4380;;Friedrich-Lau-Str.;Tersteegenstraße;Golzheim;40474;1628;;;;;16
Ferdinand-Braun-Platz;;4178;;Brüsseler Straße;Neuwerker Straße;Heerdt;40549;3424;;;;;42
Ferdinand-Hiller-Weg;;5268;;Corellistraße;Hugo-Wilderer-Weg;Urdenbach;40593;1629;;;;;96
Ferdinandstraße;;5171;;Hoxbach;Tönisstraße;Hassels;40599;1630;;;;;98
Festenbergstraße;;4974;;Jägerstraße;Eisenbahn;Eller;40231;3539;;;;;82
Feuerbachstraße;;4475;4575;Karolingerplatz;Auf'm Hennekamp;Bilk;40223;1631;;;;;36
Fichtenstraße;;4775;4676;Werdener Straße;Ronsdorfer Straße;Flingern Süd;40233;1632;;;;;21
Finke-Weg;siehe Pastor-F.-W.;;;;;;;;;;;;
Finschstraße;;5268;;Koblenzer Straße;Lüderitzstraße;Urdenbach;40593;1633;;;;;96
Fire-Straße;siehe Rhein-Fire-Straße;;;;;;;;;;;;
Fischerbreuel;siehe Am F.;;;;;;;;;;;;
Fischerstraße;;4479;4478;Scheibenstraße;Kaiserswerther Straße;Pempelfort;40477;1634;1;87;2;88;14
Fischerstraße;;4479;4478;Scheibenstraße;Kaiserswerther Straße;Golzheim;40476;1634;89;999;90;998;16
Flachskampstraße;;5275;5274;Gerresheimer Landstraße;Im Winkel;Unterbach;40627;784;;;;;84
Flachsmarkt;;5078;;Gerricusplatz;Kölner Tor;Gerresheim;40625;1635;;;;;71
Flaschenstraße;;5076;;Höherhofstraße;Heckteichstr. kreuz.über d. hinaus;Gerresheim;40627;1636;;;;;71
Fleher Deich;;4472;4573;Auf dem Rheindamm;Himmelgeister Straße;Flehe;40223;1637;1;5;2;4;38
Fleher Deich;;4472;4573;Auf dem Rheindamm;Himmelgeister Straße;Flehe;40223;1637;7;999;6;998;38
Fleher Straße;;4375;4472;Suitbertusstraße;Fleher Deich;Bilk;40223;1638;1;107;2;108;36
Fleher Straße;;4375;4472;Suitbertusstraße;Fleher Deich;Bilk;40223;1638;109;125;;;36
Fleher Straße;;4375;4472;Suitbertusstraße;Fleher Deich;Bilk;40223;1638;127;183;110;178;36
Fleher Straße;;4375;4472;Suitbertusstraße;Fleher Deich;Flehe;40223;1638;185;999;180;998;38
Flemingweg;;4772;;Dechenweg;Scheideweg;Wersten;40591;1639;;;;;91
Flenderstraße;;5170;5270;Telleringstraße;Am Mönchgraben;Benrath;40597;1640;;;;;95
Flensburger Straße;;4582;4581;Kleinschmitthauser Weg;Lüneburger Weg;Unterrath;40468;1641;;;;;62
Fliederweg;;4488;4487;Ginsterweg;Ginsterweg;Angermund;40489;589;;;;;55
Fliednerstraße;;4285;;Am Mühlenturm;Kaiserswerther Markt;Kaiserswerth;40489;1642;;;;;53
Fliedner-Weg;siehe Friederike-F.-W.;;;;;;;;;;;;
Flieth;siehe In der F.;;;;;;;;;;;;
Flinger Broich;;4876;4777;Eisenbahn;Hellweg;Flingern Nord;40235;1643;;;;;22
Flinger Passage;;4477;;Flinger Straße;Theodor-Körner-Straße;Stadtmitte;40213;1644;;;;;13
Flinger Richtweg;;4877;;Rotkäppchenweg;Rapunzelweg;Flingern Nord;40235;1645;;;;;22
Flinger Straße;;4477;;Berger Straße;Heinrich-Heine-Allee;Altstadt;40213;1646;1;43;2;998;11
Flinger Straße;;4477;;Berger Straße;Heinrich-Heine-Allee;Stadtmitte;40213;1646;45;999;;;13
Flößerstraße;;5168;;Kammerrathsfeldstraße;Rittersbergstraße;Urdenbach;40593;1647;;;;;96
Florastraße;;4476;4475;Reichsstraße;Bilker Allee;Unterbilk;40217;1648;;;;;32
Florensstraße;;4274;4275;Hammer Dorfstraße;Fährstraße;Hamm;40221;1649;;;;;34
Flotowstraße;;5169;;Brucknerstraße;Chopinstraße;Benrath;40593;1651;;;;;95
Flottenstraße;;4874;;Rütgerstraße;Karlsruher Straße;Eller;40229;1652;;;;;82
Flügelstraße;;4675;5675;Kruppstraße;Oberbilker Allee;Oberbilk;40227;1653;;;;;37
Flugfeld;siehe Am F.;;;;;;;;;;;;
Flughafenstraße;;4282;4483;Danziger Straße;nach Osten;Lohausen;40474;1654;1;67;2;998;52
Flughafenstraße;;4282;4483;Danziger Straße;nach Osten;Lohausen;40474;1654;75;75;;;62
Flurstraße;;4777;;Dorotheenstraße;Bruchstraße;Flingern Nord;40235;1655;;;;;22
Föhrenweg;;4382;;An den Birken;nach Nordwesten u. Südosten;Stockum;40468;1656;;;;;51
Fontanestraße;;4680;;Münsterstraße;Sankt-Franziskus-Straße;Mörsenbroich;40470;3627;;;;;64
Forster Weg;;5080;;Bergische Landstraße;Am Wackerzapf;Ludenberg;40629;1657;;;;;73
Forsthaussteig;;4882;4881;Reichswaldallee;Wilhelm-Suter-Pfad;Rath;40472;1658;;;;;63
Forst Kalkum;siehe Am F. K.;;;;;;;;;;;;
Forststraße;;5271;5170;Bayreuther Straße;Am Schönenkamp;Benrath;40597;1659;1;75;2;998;95
Forststraße;;5271;5170;Bayreuther Straße;Am Schönenkamp;Hassels;40597;1659;77;999;;;98
Fortunastraße;;4777;;Dorotheenstraße;Hoffeldstraße;Flingern Nord;40235;1660;;;;;22
Frachtstraße;;4584;4483;Terminal Ring;Ahrensplatz;Lohausen;40474;3454;1;15;2;20;52
Frachtstraße;;4584;4483;Terminal Ring;Ahrensplatz;Unterrath;40474;3454;17;999;22;28;62
Frachtstraße;;4584;4483;Terminal Ring;Ahrensplatz;Lohausen;40474;3454;;;30;998;52
Frankenplatz;;4479;;Rossstraße;Kanonierstraße;Derendorf;40476;1661;;;;;15
Frankensteiner Straße;;4875;;Schlesische Straße;Am Hackenbruch;Lierenfeld;40231;1662;1;999;;;81
Frankensteiner Straße;;4875;;Schlesische Straße;Am Hackenbruch;Eller;40231;1662;;;2;998;82
Frankenstraße;;4479;4580;Rossstraße;Ulmenstraße;Derendorf;40476;1663;;;;;15
Frankenthaler Weg;;4775;4774;Dürkheimer Weg;Offenbacher Weg;Oberbilk;40227;1664;;;;;37
Frankfurter Straße;;5169;5466;Hildener Straße;Stadtgrenze;Benrath;40595;3162;1;197;2;200;95
Frankfurter Straße;;5169;5466;Hildener Straße;Stadtgrenze;Garath;40595;3162;199;327;202;326;101
Frankfurter Straße;;5169;5466;Hildener Straße;Stadtgrenze;Hellerhof;40595;3162;329;999;328;998;102
Franklinstraße;;4578;;Prinz-Georg-Straße;Moltkestraße;Pempelfort;40479;1665;;;;;14
Frank-Zappa-Straße;;4777;4778;Hans-Günther-Sohl-Straße;Hans-Günther-Sohl-Straße;Flingern;40235;3418;;;;;22
Franz-Hitze-Straße;;5168;;Kettelerstraße;Töpferstraße;Urdenbach;40593;1666;;;;;96
Franziskus-Straße;siehe Sankt-F.-Str.;;;;;;;;;;;;
Franziusstraße;;4276;4275;Hammer Straße;Holzstraße;Hafen;40219;1667;;;;;33
Franz-Jürgens-Straße;;4380;;Josef-Knab-Straße;Erwin-von-Witzleben-Straße;Golzheim;40474;1668;;;;;16
Franz-Lieder-Straße;;5168;;Urdenbacher Acker;Peter-Adolphs-Straße;Urdenbach;40593;3638;;;;;96
Franz-Liszt-Straße;;5169;5269;Südallee;Corellistraße;Urdenbach;40593;3298;;;;;96
Franz-Rennefeld-Weg;;4683;4682;Lichtenbroicher Weg;nach Osten;Lichtenbroich;40472;3669;;;;;61
Franz-Vaahsen-Weg;;4288;;Bockumer Straße;Duisburger Landstraße;Wittlaer;40489;663;;;;;54
Frauenlobweg;;4780;;Münsterstraße;Pflugstraße;Mörsenbroich;40470;1669;;;;;64
Fraunhoferweg;;4673;4773;östl. Hitdorfweg, üb. Hitdorfweg;Nöggerathweg;Wersten;40591;1670;;;;;91
Frech-Straße;siehe Karl-F.-Str.;;;;;;;;;;;;
Freiburger Straße;;5073;;Deutzer Straße;Am Pflanzkamp;Eller;40229;1671;;;;;82
Freiheitplatz;;5075;;Freiheitstraße;Vennhauser Allee;Vennhausen;40627;3875;;;;;83
Freiheitshagen;;4688;4689;Lintorfer Waldstraße;nach Süden;Angermund;40489;865;;;;;55
Freiheitstraße;;5075;;Vennhauser Allee;Am Ellerforst;Vennhausen;40627;1672;;;;;83
Freiherr-vom-Stein-Straße;;5366;;Carlo-Schmid-Straße;Ingeborg-Bachmann-Straße;Hellerhof;40595;3606;;;;;102
Freiligrathplatz;;4381;;Kaiserswerther Straße;Kaiserswerther Straße;Stockum;40474;1673;;;;;51
Freiligrathstraße;;4478;;Inselstraße;Scheibenstraße;Pempelfort;40479;1674;;;;;14
Freytagstraße;;4678;4778;Graf-Recke-Straße;Schumannstraße;Düsseltal;40237;1675;;;;;23
Friedberger Weg;;4874;4873;Wetzlarer Weg;Harffstraße;Eller;40229;1676;;;;;82
Friedensplätzchen;;4475;;Bürgerstraße;Düsselstraße;Unterbilk;40219;3598;;;;;32
Friedenstraße;;4375;4476;Fürstenwall;Benzenbergstraße;Unterbilk;40219;1677;;;;;32
Friederike-Fliedner-Weg;;4387;;Einbrunger Straße;nach Norden;Wittlaer;40489;880;;;;;54
Friedhofstraße;;5170;;Hauptstraße;Eisenbahn;Benrath;40597;1678;;;;;95
Friedhofsweg;;4385;;Zeppenheimer Straße;Edmund-Bertrams-Straße ;Kalkum;40489;664;;;;;56
Friedingstraße;;4978;;Benderstraße;Pfeifferstraße;Gerresheim;40625;1679;;;;;71
Friedlandstraße;;4874;;Am Hackenbruch;Veehstraße;Eller;40231;1680;;;;;82
Friedrich-Ebert-Straße;;4576;;Oststraße;Konrad-Adenauer-Platz;Stadtmitte;40210;1681;;;;;13
Friedrich-Engels-Straße;;5175;5075;Vennhauser Allee;Goldlackstr. kreuz. über d. hinaus;Vennhausen;40627;1682;;;;;83
Friedrich-Klees-Straße;siehe Karl-F.-K.-Straße;;;;;;;;;;;;
Friedrich-Lau-Straße;;4380;;Kaiserswerther Straße;Erich-Klausener-Straße;Golzheim;40474;1683;;;;;16
Friedrich-Springorum-Straße;;4678;4778;Tiergartenstraße;Fritz-Wüst-Straße;Düsseltal;40237;1684;;;;;23
Friedrichstraße;;4475;4476;Graf-Adolf-Platz;Färberstraße;Friedrichstadt;40217;1685;;;2;998;31
Friedrichstraße;;4475;4476;Graf-Adolf-Platz;Färberstraße;Unterbilk;40217;1685;1;999;;;32
Friedrich-von-Spee-Straße;;4285;;Kaiserswerther Markt;Barbarossawall;Kaiserswerth;40489;1686;;;;;53
Friedrich-Wilhelm-Straße;;5077;5177;Heyestraße;Quadenhofstraße;Gerresheim;40625;1687;;;;;71
Friesenstraße;;4377;;Adalbertstraße;Drakestraße;Oberkassel;40545;1688;;;;;41
Frings-Brücke;siehe Joseph-K.-F.-Brücke;;;;;;;;;;;;
Fringsstraße;;4175;4275;Holzstraße;Rheinstrom;Hafen;40221;1689;;;;;33
Fritz-Brandt-Weg;;5268;5269;Corellistraße;nach Süden;Urdenbach;40593;1690;;;;;96
Fritz-Erler-Straße;;5367;5267;Carl-Friedr.-Goerdeler-Straße;S-Bahnhof Garath;Garath;40595;3291;;;;;101
Fritz-Köhler-Weg;;4190;4288;Bockumer Straße;Stadtgrenze;Wittlaer;40489;694;;;;;54
Fritz-Milster-Weg;;4179;;Niederk. Lohweg;Wickrather Weg;Lörick;40547;3796;;;;;43
Fritz-Reuter-Straße;;4474;4374;Fleher Straße;Nievenheimer Straße;Bilk;40221;1691;;;;;36
Fritz-Roeber-Straße;;4477;;Ratinger Straße;Joseph-Beuys-Ufer;Altstadt;40213;1692;;;;;11
